class_counts,image,mask,pair_id,presence_vector
"{""0"": 2760928, ""2"": 848562, ""6"": 263617, ""7"": 749832, ""9"": 7377061}",val-org-img/14773.jpg,val-label-img/14773_lab.png,14773,"[2, 6, 7, 9]"
"{""0"": 5327776, ""3"": 1108274, ""4"": 250445, ""7"": 973651, ""9"": 4339854}",val-org-img/14777.jpg,val-label-img/14777_lab.png,14777,"[3, 4, 7, 9]"
"{""0"": 4690697, ""5"": 346692, ""7"": 1001777, ""9"": 5960834}",val-org-img/14802.jpg,val-label-img/14802_lab.png,14802,"[5, 7, 9]"
"{""0"": 3027917, ""2"": 163112, ""4"": 1008095, ""6"": 88185, ""7"": 1617398, ""9"": 6095293}",val-org-img/14811.jpg,val-label-img/14811_lab.png,14811,"[2, 4, 6, 7, 9]"
"{""0"": 3768617, ""2"": 142847, ""4"": 383584, ""7"": 1011739, ""9"": 6693213}",val-org-img/14824.jpg,val-label-img/14824_lab.png,14824,"[2, 4, 7, 9]"
"{""0"": 6135993, ""3"": 386028, ""5"": 660319, ""7"": 866676, ""9"": 3950984}",val-org-img/14829.jpg,val-label-img/14829_lab.png,14829,"[3, 5, 7, 9]"
"{""0"": 8400398, ""1"": 52580, ""3"": 515053, ""5"": 501769, ""6"": 98540, ""7"": 2431660}",val-org-img/14846.jpg,val-label-img/14846_lab.png,14846,"[1, 3, 5, 6, 7]"
"{""0"": 9123706, ""1"": 151832, ""2"": 761060, ""3"": 775422, ""6"": 130502, ""7"": 1057478}",val-org-img/14849.jpg,val-label-img/14849_lab.png,14849,"[1, 2, 3, 6, 7]"
"{""0"": 5976100, ""1"": 100128, ""2"": 95060, ""3"": 251661, ""5"": 300865, ""6"": 76206, ""7"": 984587, ""9"": 4215393}",val-org-img/14852.jpg,val-label-img/14852_lab.png,14852,"[1, 2, 3, 5, 6, 7, 9]"
"{""0"": 3862002, ""1"": 1127748, ""3"": 339174, ""7"": 1118307, ""9"": 5552769}",val-org-img/14863.jpg,val-label-img/14863_lab.png,14863,"[1, 3, 7, 9]"
"{""0"": 10591674, ""4"": 332654, ""7"": 1075672}",val-org-img/14873.jpg,val-label-img/14873_lab.png,14873,"[4, 7]"
"{""0"": 10460567, ""3"": 464144, ""7"": 1075289}",val-org-img/14876.jpg,val-label-img/14876_lab.png,14876,"[3, 7]"
"{""0"": 9933176, ""1"": 129342, ""2"": 116068, ""3"": 489992, ""5"": 255744, ""7"": 1075678}",val-org-img/14877.jpg,val-label-img/14877_lab.png,14877,"[1, 2, 3, 5, 7]"
"{""0"": 9392785, ""1"": 478236, ""2"": 388190, ""3"": 507976, ""5"": 158452, ""6"": 104982, ""7"": 969379}",val-org-img/14881.jpg,val-label-img/14881_lab.png,14881,"[1, 2, 3, 5, 6, 7]"
"{""0"": 6576116, ""4"": 3581114, ""6"": 98592, ""7"": 1399201, ""10"": 344977}",val-org-img/14900.jpg,val-label-img/14900_lab.png,14900,"[4, 6, 7, 10]"
"{""0"": 2586466, ""1"": 1305114, ""9"": 8108420}",val-org-img/14919.jpg,val-label-img/14919_lab.png,14919,"[1, 9]"
"{""0"": 6739349, ""2"": 1134041, ""8"": 4126610}",val-org-img/14926.jpg,val-label-img/14926_lab.png,14926,"[2, 8]"
"{""0"": 6822080, ""2"": 170170, ""3"": 3276795, ""5"": 123433, ""6"": 241223, ""7"": 1366299}",val-org-img/14935.jpg,val-label-img/14935_lab.png,14935,"[2, 3, 5, 6, 7]"
"{""0"": 9172885, ""4"": 1061635, ""6"": 234908, ""7"": 1530572}",val-org-img/14945.jpg,val-label-img/14945_lab.png,14945,"[4, 6, 7]"
"{""0"": 12000000}",val-org-img/14996.jpg,val-label-img/14996_lab.png,14996,[]
"{""0"": 10252407, ""7"": 1747593}",val-org-img/14997.jpg,val-label-img/14997_lab.png,14997,[7]
"{""0"": 1836716, ""3"": 270972, ""7"": 1360352, ""9"": 8531960}",val-org-img/15022.jpg,val-label-img/15022_lab.png,15022,"[3, 7, 9]"
"{""0"": 7350649, ""2"": 853460, ""4"": 1034521, ""6"": 38218, ""7"": 1090164, ""9"": 1632988}",val-org-img/15032.jpg,val-label-img/15032_lab.png,15032,"[2, 4, 6, 7, 9]"
"{""0"": 10108528, ""5"": 499992, ""6"": 285008, ""7"": 1106472}",val-org-img/15056.jpg,val-label-img/15056_lab.png,15056,"[5, 6, 7]"
"{""0"": 6476195, ""2"": 829955, ""3"": 829715, ""4"": 553816, ""6"": 89183, ""7"": 1019491, ""8"": 382768, ""9"": 2112669, ""10"": 36448}",val-org-img/15076.jpg,val-label-img/15076_lab.png,15076,"[2, 3, 4, 6, 7, 8, 9, 10]"
"{""0"": 5466284, ""3"": 28216, ""7"": 2379228, ""9"": 4456512}",val-org-img/15083.jpg,val-label-img/15083_lab.png,15083,"[3, 7, 9]"
"{""0"": 3648658, ""3"": 518766, ""6"": 46624, ""7"": 1962981, ""9"": 6153211}",val-org-img/15087.jpg,val-label-img/15087_lab.png,15087,"[3, 6, 7, 9]"
"{""0"": 3053797, ""3"": 134867, ""6"": 10107, ""7"": 1579110, ""9"": 7552359}",val-org-img/15088.jpg,val-label-img/15088_lab.png,15088,"[3, 6, 7, 9]"
"{""0"": 6803280, ""1"": 938302, ""2"": 301578, ""3"": 379342, ""7"": 627886, ""9"": 3279852}",val-org-img/15097.jpg,val-label-img/15097_lab.png,15097,"[1, 2, 3, 7, 9]"
"{""0"": 1762096, ""6"": 23887, ""7"": 1185688, ""9"": 9358569}",val-org-img/15103.jpg,val-label-img/15103_lab.png,15103,"[6, 7, 9]"
"{""0"": 7047578, ""2"": 346547, ""6"": 35180, ""8"": 4900935}",val-org-img/15118.jpg,val-label-img/15118_lab.png,15118,"[2, 6, 8]"
"{""0"": 5179486, ""6"": 21194, ""7"": 1720444, ""9"": 5409116}",val-org-img/15130.jpg,val-label-img/15130_lab.png,15130,"[6, 7, 9]"
"{""0"": 6082415, ""2"": 1098214, ""6"": 41347, ""7"": 2757783, ""9"": 2350481}",val-org-img/15133.jpg,val-label-img/15133_lab.png,15133,"[2, 6, 7, 9]"
"{""0"": 490558, ""1"": 185901, ""2"": 49565, ""3"": 89531, ""9"": 11514685}",val-org-img/15142.jpg,val-label-img/15142_lab.png,15142,"[1, 2, 3, 9]"
"{""9"": 12330240}",val-org-img/15155.jpg,val-label-img/15155_lab.png,15155,[9]
"{""0"": 48738, ""9"": 12281502}",val-org-img/15157.jpg,val-label-img/15157_lab.png,15157,[9]
"{""9"": 12330240}",val-org-img/15174.jpg,val-label-img/15174_lab.png,15174,[9]
"{""0"": 5555746, ""1"": 1007811, ""4"": 212362, ""6"": 49066, ""7"": 2103565, ""9"": 3401690}",val-org-img/15182.jpg,val-label-img/15182_lab.png,15182,"[1, 4, 6, 7, 9]"
"{""0"": 4682200, ""4"": 488362, ""6"": 177616, ""7"": 2603408, ""9"": 4378654}",val-org-img/15184.jpg,val-label-img/15184_lab.png,15184,"[4, 6, 7, 9]"
"{""0"": 4860344, ""1"": 164798, ""3"": 284403, ""4"": 736902, ""6"": 159590, ""7"": 1810602, ""9"": 4313601}",val-org-img/15185.jpg,val-label-img/15185_lab.png,15185,"[1, 3, 4, 6, 7, 9]"
"{""9"": 12330240}",val-org-img/15195.jpg,val-label-img/15195_lab.png,15195,[9]
"{""0"": 323103, ""2"": 56700, ""9"": 11950437}",val-org-img/15214.jpg,val-label-img/15214_lab.png,15214,"[2, 9]"
"{""0"": 3032409, ""2"": 455175, ""3"": 110304, ""4"": 386517, ""6"": 172962, ""7"": 1126443, ""9"": 7046430}",val-org-img/15223.jpg,val-label-img/15223_lab.png,15223,"[2, 3, 4, 6, 7, 9]"
"{""0"": 2256579, ""2"": 506922, ""7"": 267423, ""9"": 8810143, ""10"": 158933}",val-org-img/15271.jpg,val-label-img/15271_lab.png,15271,"[2, 7, 9, 10]"
"{""0"": 2555688, ""1"": 284914, ""2"": 52225, ""4"": 821683, ""9"": 8285490}",val-org-img/15275.jpg,val-label-img/15275_lab.png,15275,"[1, 2, 4, 9]"
"{""0"": 1437616, ""9"": 10562384}",val-org-img/15302.jpg,val-label-img/15302_lab.png,15302,[9]
"{""0"": 2827783, ""9"": 9172217}",val-org-img/15338.jpg,val-label-img/15338_lab.png,15338,[9]
"{""0"": 4504125, ""2"": 961304, ""6"": 58190, ""7"": 2426221, ""9"": 4050160}",val-org-img/15346.jpg,val-label-img/15346_lab.png,15346,"[2, 6, 7, 9]"
"{""0"": 2096723, ""6"": 27510, ""7"": 1259460, ""9"": 8616307}",val-org-img/15355.jpg,val-label-img/15355_lab.png,15355,"[6, 7, 9]"
"{""0"": 7140442, ""2"": 1249949, ""7"": 2235379, ""9"": 1374230}",val-org-img/15360.jpg,val-label-img/15360_lab.png,15360,"[2, 7, 9]"
"{""0"": 5481791, ""2"": 2001765, ""6"": 242677, ""7"": 3868144, ""9"": 405623}",val-org-img/15364.jpg,val-label-img/15364_lab.png,15364,"[2, 6, 7, 9]"
"{""0"": 7362129, ""2"": 1174152, ""6"": 182230, ""7"": 2025999, ""9"": 1255490}",val-org-img/15367.jpg,val-label-img/15367_lab.png,15367,"[2, 6, 7, 9]"
"{""0"": 7409979, ""2"": 570776, ""3"": 550029, ""9"": 3469216}",val-org-img/15369.jpg,val-label-img/15369_lab.png,15369,"[2, 3, 9]"
"{""0"": 8653245, ""2"": 778709, ""6"": 23056, ""7"": 1251502, ""9"": 1293488}",val-org-img/15383.jpg,val-label-img/15383_lab.png,15383,"[2, 6, 7, 9]"
"{""0"": 6234619, ""2"": 1197292, ""6"": 239716, ""7"": 4328373}",val-org-img/15386.jpg,val-label-img/15386_lab.png,15386,"[2, 6, 7]"
"{""0"": 7136419, ""2"": 727735, ""6"": 337313, ""7"": 3798533}",val-org-img/15388.jpg,val-label-img/15388_lab.png,15388,"[2, 6, 7]"
"{""0"": 1073190, ""6"": 164667, ""7"": 1103532, ""9"": 9658611}",val-org-img/15398.jpg,val-label-img/15398_lab.png,15398,"[6, 7, 9]"
"{""0"": 8687276, ""2"": 1476296, ""6"": 319710, ""7"": 1516718}",val-org-img/15409.jpg,val-label-img/15409_lab.png,15409,"[2, 6, 7]"
"{""0"": 8365727, ""2"": 1152738, ""6"": 418219, ""7"": 2063316}",val-org-img/15410.jpg,val-label-img/15410_lab.png,15410,"[2, 6, 7]"
"{""0"": 7878694, ""2"": 1725299, ""6"": 396290, ""7"": 1999717}",val-org-img/15411.jpg,val-label-img/15411_lab.png,15411,"[2, 6, 7]"
"{""0"": 8918241, ""6"": 16958, ""7"": 389327, ""9"": 2675474}",val-org-img/15417.jpg,val-label-img/15417_lab.png,15417,"[6, 7, 9]"
"{""0"": 4354874, ""2"": 1156093, ""7"": 822674, ""9"": 5666359}",val-org-img/15426.jpg,val-label-img/15426_lab.png,15426,"[2, 7, 9]"
"{""0"": 9411371, ""2"": 964059, ""6"": 22350, ""7"": 1306893, ""9"": 295327}",val-org-img/15434.jpg,val-label-img/15434_lab.png,15434,"[2, 6, 7, 9]"
"{""0"": 3090861, ""6"": 38751, ""7"": 1973795, ""9"": 6896593}",val-org-img/15450.jpg,val-label-img/15450_lab.png,15450,"[6, 7, 9]"
"{""0"": 8318102, ""2"": 1450802, ""6"": 355349, ""7"": 1755155, ""9"": 120592}",val-org-img/15461.jpg,val-label-img/15461_lab.png,15461,"[2, 6, 7, 9]"
"{""0"": 10976729, ""6"": 262839, ""7"": 760432}",val-org-img/15465.jpg,val-label-img/15465_lab.png,15465,"[6, 7]"
"{""0"": 4061934, ""2"": 861353, ""7"": 1056719, ""9"": 6019994}",val-org-img/15475.jpg,val-label-img/15475_lab.png,15475,"[2, 7, 9]"
"{""0"": 7475263, ""1"": 71182, ""2"": 857892, ""6"": 179255, ""7"": 1534134, ""9"": 1882274}",val-org-img/15486.jpg,val-label-img/15486_lab.png,15486,"[1, 2, 6, 7, 9]"
"{""0"": 3310380, ""6"": 39000, ""7"": 2197081, ""9"": 6453539}",val-org-img/15500.jpg,val-label-img/15500_lab.png,15500,"[6, 7, 9]"
"{""0"": 4786229, ""2"": 183956, ""4"": 611013, ""6"": 23491, ""7"": 2901436, ""9"": 3493875}",val-org-img/15501.jpg,val-label-img/15501_lab.png,15501,"[2, 4, 6, 7, 9]"
"{""0"": 10360475, ""1"": 393291, ""2"": 327774, ""7"": 918460}",val-org-img/15534.jpg,val-label-img/15534_lab.png,15534,"[1, 2, 7]"
"{""0"": 6511791, ""2"": 985514, ""3"": 501183, ""7"": 2144608, ""9"": 1856904}",val-org-img/15556.jpg,val-label-img/15556_lab.png,15556,"[2, 3, 7, 9]"
"{""0"": 8382750, ""1"": 3617250}",val-org-img/15565.jpg,val-label-img/15565_lab.png,15565,[1]
"{""0"": 8513371, ""2"": 402149, ""3"": 1240453, ""5"": 423061, ""6"": 97680, ""7"": 1323286}",val-org-img/15574.jpg,val-label-img/15574_lab.png,15574,"[2, 3, 5, 6, 7]"
"{""0"": 10497207, ""3"": 350117, ""7"": 1152676}",val-org-img/15580.jpg,val-label-img/15580_lab.png,15580,"[3, 7]"
"{""0"": 9974644, ""2"": 458137, ""6"": 186614, ""7"": 1380605}",val-org-img/15586.jpg,val-label-img/15586_lab.png,15586,"[2, 6, 7]"
"{""0"": 5593602, ""3"": 4902333, ""6"": 87033, ""7"": 1248194, ""10"": 168838}",val-org-img/15593.jpg,val-label-img/15593_lab.png,15593,"[3, 6, 7, 10]"
"{""0"": 10942941, ""6"": 157972, ""7"": 895504, ""9"": 3583}",val-org-img/15610.jpg,val-label-img/15610_lab.png,15610,"[6, 7, 9]"
"{""0"": 9028897, ""3"": 493416, ""4"": 1315379, ""5"": 1162308}",val-org-img/15628.jpg,val-label-img/15628_lab.png,15628,"[3, 4, 5]"
"{""9"": 12000000}",val-org-img/15669.jpg,val-label-img/15669_lab.png,15669,[9]
"{""0"": 3298685, ""3"": 285343, ""4"": 196279, ""9"": 8219693}",val-org-img/15676.jpg,val-label-img/15676_lab.png,15676,"[3, 4, 9]"
"{""0"": 3336795, ""3"": 563355, ""4"": 478334, ""9"": 7621516}",val-org-img/15679.jpg,val-label-img/15679_lab.png,15679,"[3, 4, 9]"
"{""0"": 10451557, ""1"": 622254, ""3"": 726451, ""9"": 199738}",val-org-img/15699.jpg,val-label-img/15699_lab.png,15699,"[1, 3, 9]"
"{""0"": 1085981, ""9"": 10914019}",val-org-img/15703.jpg,val-label-img/15703_lab.png,15703,[9]
"{""0"": 400374, ""9"": 11599626}",val-org-img/15704.jpg,val-label-img/15704_lab.png,15704,[9]
"{""9"": 12000000}",val-org-img/15723.jpg,val-label-img/15723_lab.png,15723,[9]
"{""0"": 7799069, ""2"": 367853, ""3"": 660778, ""5"": 633039, ""6"": 92038, ""7"": 2447223}",val-org-img/15738.jpg,val-label-img/15738_lab.png,15738,"[2, 3, 5, 6, 7]"
"{""0"": 2109945, ""2"": 296672, ""3"": 896158, ""9"": 8697225}",val-org-img/15762.jpg,val-label-img/15762_lab.png,15762,"[2, 3, 9]"
"{""9"": 12000000}",val-org-img/15775.jpg,val-label-img/15775_lab.png,15775,[9]
"{""0"": 7471610, ""2"": 1141242, ""4"": 788005, ""6"": 40693, ""7"": 2558450}",val-org-img/15806.jpg,val-label-img/15806_lab.png,15806,"[2, 4, 6, 7]"
"{""0"": 8614975, ""2"": 256276, ""4"": 1095516, ""6"": 42240, ""7"": 1590587, ""9"": 400406}",val-org-img/15815.jpg,val-label-img/15815_lab.png,15815,"[2, 4, 6, 7, 9]"
"{""0"": 9089447, ""1"": 603752, ""2"": 396954, ""3"": 548100, ""4"": 297822, ""6"": 40288, ""7"": 931538, ""10"": 92099}",val-org-img/15820.jpg,val-label-img/15820_lab.png,15820,"[1, 2, 3, 4, 6, 7, 10]"
"{""0"": 3017012, ""2"": 491353, ""3"": 112377, ""4"": 60366, ""6"": 64238, ""7"": 1418863, ""9"": 6835791}",val-org-img/15848.jpg,val-label-img/15848_lab.png,15848,"[2, 3, 4, 6, 7, 9]"
"{""0"": 7771870, ""2"": 251946, ""3"": 342340, ""4"": 273066, ""7"": 905497, ""9"": 2455281}",val-org-img/15857.jpg,val-label-img/15857_lab.png,15857,"[2, 3, 4, 7, 9]"
"{""0"": 6735932, ""2"": 483876, ""3"": 1302428, ""4"": 106816, ""6"": 33226, ""7"": 485263, ""9"": 2852459}",val-org-img/15862.jpg,val-label-img/15862_lab.png,15862,"[2, 3, 4, 6, 7, 9]"
"{""0"": 1989725, ""3"": 487125, ""9"": 9523150}",val-org-img/15879.jpg,val-label-img/15879_lab.png,15879,"[3, 9]"
"{""0"": 7908362, ""2"": 826901, ""3"": 285295, ""4"": 884891, ""5"": 29379, ""6"": 18507, ""7"": 1656757, ""8"": 389908}",val-org-img/15883.jpg,val-label-img/15883_lab.png,15883,"[2, 3, 4, 5, 6, 7, 8]"
"{""0"": 5745458, ""2"": 1193600, ""4"": 921994, ""6"": 17539, ""7"": 1168274, ""9"": 2953135}",val-org-img/15884.jpg,val-label-img/15884_lab.png,15884,"[2, 4, 6, 7, 9]"
"{""9"": 12000000}",val-org-img/15895.jpg,val-label-img/15895_lab.png,15895,[9]
"{""0"": 7992165, ""2"": 576651, ""3"": 808929, ""6"": 118598, ""7"": 723910, ""8"": 631426, ""9"": 1148321}",val-org-img/16013.jpg,val-label-img/16013_lab.png,16013,"[2, 3, 6, 7, 8, 9]"
"{""0"": 244360, ""1"": 1045573, ""9"": 10710067}",val-org-img/16027.jpg,val-label-img/16027_lab.png,16027,"[1, 9]"
"{""0"": 275012, ""7"": 119846, ""9"": 11605142}",val-org-img/16030.jpg,val-label-img/16030_lab.png,16030,"[7, 9]"
"{""0"": 4292921, ""1"": 702427, ""6"": 97211, ""9"": 6907441}",val-org-img/16049.jpg,val-label-img/16049_lab.png,16049,"[1, 6, 9]"
"{""0"": 4154836, ""1"": 861612, ""2"": 66277, ""6"": 58703, ""9"": 6858572}",val-org-img/16050.jpg,val-label-img/16050_lab.png,16050,"[1, 2, 6, 9]"
"{""0"": 1375345, ""1"": 129370, ""2"": 520493, ""9"": 9974792}",val-org-img/16066.jpg,val-label-img/16066_lab.png,16066,"[1, 2, 9]"
"{""0"": 3453149, ""2"": 531740, ""3"": 288073, ""9"": 7727038}",val-org-img/16070.jpg,val-label-img/16070_lab.png,16070,"[2, 3, 9]"
"{""0"": 6873547, ""2"": 1200448, ""9"": 3926005}",val-org-img/16080.jpg,val-label-img/16080_lab.png,16080,"[2, 9]"
"{""0"": 4069262, ""2"": 182679, ""3"": 1104448, ""6"": 62582, ""7"": 4947901, ""9"": 1633128}",val-org-img/16231.jpg,val-label-img/16231_lab.png,16231,"[2, 3, 6, 7, 9]"
"{""0"": 5433817, ""2"": 84224, ""3"": 838225, ""6"": 65390, ""7"": 2180370, ""9"": 3397974}",val-org-img/16232.jpg,val-label-img/16232_lab.png,16232,"[2, 3, 6, 7, 9]"
"{""0"": 3504384, ""2"": 620830, ""6"": 211135, ""7"": 1146244, ""8"": 174085, ""9"": 6292265, ""10"": 51057}",val-org-img/16301.jpg,val-label-img/16301_lab.png,16301,"[2, 6, 7, 8, 9, 10]"
"{""0"": 7165760, ""2"": 549664, ""3"": 340814, ""4"": 58343, ""6"": 41995, ""7"": 1719409, ""9"": 2124015}",val-org-img/16329.jpg,val-label-img/16329_lab.png,16329,"[2, 3, 4, 6, 7, 9]"
"{""0"": 1755707, ""2"": 370091, ""6"": 88188, ""7"": 847145, ""9"": 8938869}",val-org-img/16504.jpg,val-label-img/16504_lab.png,16504,"[2, 6, 7, 9]"
"{""0"": 8021537, ""1"": 3978463}",val-org-img/20418.jpg,val-label-img/20418_lab.png,20418,[1]
